Id_Subgrupo,Media_X,Rango_R,Gran_Media,LCL_X,UCL_X,Rango_Medio,LCL_R,UCL_R,Alarma_X
289,1571.2,264,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
290,1648.4,59,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
291,1548.0,403,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
292,1438.8,137,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
293,1530.6,294,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
294,1474.2,181,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
295,1395.4,123,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
296,1540.8,337,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
297,1595.2,724,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
298,1644.0,547,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
299,1409.2,155,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
300,1655.2,938,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
301,1655.2,665,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
302,1509.6,250,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
303,1577.6,139,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
304,1436.6,336,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
305,1547.8,129,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
306,1755.4,1024,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
307,1489.6,418,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
308,1524.2,472,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
309,1662.0,925,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
310,1467.6,358,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
311,1558.6,449,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
312,1481.6,187,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
313,1721.2,828,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
314,1488.8,251,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
315,1430.8,298,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
316,1613.6,613,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
317,1496.6,329,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
318,1495.0,288,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
319,1472.2,237,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
320,1552.8,512,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
321,1562.8,170,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
322,1457.4,188,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
323,1587.4,506,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
324,1509.6,376,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
325,1621.0,611,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
326,1390.8,196,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
327,1430.6,70,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
328,1480.0,282,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
329,1557.0,169,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
330,1536.2,388,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
331,1446.2,256,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
332,1550.0,323,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
333,1533.2,348,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
334,1581.2,278,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
335,1499.6,230,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
336,1581.6,385,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
337,1571.8,401,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
338,1631.2,322,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
339,1620.4,329,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
340,1469.6,261,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
341,1578.4,414,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
342,1588.8,310,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
343,1467.8,196,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
344,1532.2,312,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
345,1717.0,572,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
346,1560.8,514,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
347,1506.2,370,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
348,1575.0,688,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
349,1511.2,350,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
350,1746.6,855,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
351,1596.8,479,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
352,1467.2,273,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
353,1584.6,632,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
354,1614.2,613,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
355,1492.4,221,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
356,1467.2,239,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
357,1853.4,1333,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,1
358,1455.0,305,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
359,1618.2,402,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
360,1481.2,115,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
361,1466.0,136,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
362,1791.4,1191,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,1
363,1507.6,286,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
364,1638.0,631,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
365,1428.0,139,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
366,1590.2,529,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
367,1465.8,544,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
368,1527.2,323,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
369,1579.0,450,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
370,1493.4,256,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
371,1443.8,161,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
372,1497.4,503,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
373,1559.2,92,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
374,1544.4,301,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
375,1523.4,514,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
376,1440.6,366,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
377,1619.6,320,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
378,1632.4,470,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
379,1645.0,442,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
380,1419.2,230,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
381,1645.8,475,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
382,1606.6,547,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
383,1523.8,327,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
384,1499.2,271,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
385,1684.8,808,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
386,1512.6,309,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
387,1712.0,400,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
388,1547.4,826,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
389,1590.8,366,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
390,1530.6,212,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
391,1527.2,573,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
392,1421.2,310,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
393,1413.8,69,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
394,1519.4,350,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
395,1461.8,545,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
396,1467.2,214,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
397,1403.8,186,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
398,1567.8,365,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
399,1449.4,208,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
400,1543.2,256,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
401,1510.4,375,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
402,1595.0,430,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
403,1417.2,338,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
404,1455.4,359,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
405,1515.8,349,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
406,1519.2,401,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
407,1391.8,113,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
408,1631.0,535,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
409,1566.0,289,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
410,1583.4,387,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
411,1521.8,293,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
412,1556.8,569,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
413,1482.6,482,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
414,1514.2,134,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
415,1502.8,364,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
416,1570.0,311,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
417,1692.6,838,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
418,1550.0,610,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
419,1442.2,187,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
420,1447.0,270,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
421,1460.0,275,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
422,1493.6,230,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
423,1606.4,490,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
424,1566.8,477,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
425,1571.0,478,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
426,1507.8,542,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
427,1537.6,341,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
428,1574.2,319,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
429,1453.0,201,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
430,1588.6,97,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
431,1547.4,478,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
432,1547.6,598,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
433,1453.8,204,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
434,1553.2,452,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
435,1577.0,321,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
436,1514.6,215,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
437,1502.2,283,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
438,1497.6,210,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
439,1521.4,200,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
440,1464.4,345,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
441,1525.4,262,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
442,1494.4,238,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
443,1389.8,230,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
444,1521.6,366,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
445,1554.2,364,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
446,1667.6,500,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
447,1714.8,1134,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
448,1427.0,93,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
449,1568.4,254,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
450,1397.2,138,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
451,1396.4,126,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
452,1538.0,573,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
453,1486.6,118,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
454,1366.6,124,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
455,1563.0,384,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
456,1478.0,212,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
457,1430.0,158,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
458,1492.2,457,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
459,1555.2,565,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
460,1559.0,356,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
461,1460.2,215,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
462,1441.4,363,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
463,1512.0,357,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
464,1555.6,295,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
465,1461.0,322,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
466,1514.6,183,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
467,1408.4,67,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
468,1587.4,443,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
469,1524.4,450,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
470,1421.8,89,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
471,1566.6,448,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
472,1473.8,467,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
473,1483.0,265,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
474,1630.0,388,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
475,1464.2,270,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
476,1444.0,234,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
477,1482.0,359,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
478,1586.8,393,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
479,1487.8,240,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
480,1600.0,252,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
481,1522.0,683,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
482,1465.8,183,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
483,1591.4,478,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
484,1544.4,332,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
485,1825.4,941,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,1
486,1501.6,483,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
487,1411.0,175,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
488,1559.4,363,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
489,1469.6,409,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
490,1483.4,397,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
491,1754.4,837,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
492,1578.6,649,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
493,1567.8,276,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
494,1503.0,145,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
495,1451.0,254,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
496,1471.0,217,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
497,1508.4,356,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
498,1568.8,416,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
499,1428.0,237,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
500,1475.4,248,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
501,1496.8,209,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
502,1485.2,228,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
503,1622.6,664,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
504,1535.4,341,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
505,1548.6,189,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
506,1570.0,280,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
507,1511.2,340,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
508,1394.2,214,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
509,1700.8,449,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
510,1530.6,165,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
511,1492.6,186,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
512,1545.6,441,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
513,1494.6,281,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
514,1562.4,568,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
515,1606.6,620,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
516,1538.8,404,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
517,1419.4,322,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
518,1872.2,713,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,1
519,1463.6,143,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
520,1425.6,166,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
521,1393.4,93,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
522,1512.8,212,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
523,1826.0,874,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,1
524,1484.6,463,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
525,1472.4,359,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
526,1478.2,304,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
527,1527.8,280,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
528,1432.2,485,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
529,1449.0,170,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
530,1485.2,174,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
531,1681.2,728,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
532,1503.0,402,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
533,1478.0,329,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
534,1748.8,762,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
535,1467.4,147,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
536,1516.8,145,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
537,1520.0,277,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
538,1510.6,319,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
539,1609.4,297,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
540,1662.4,647,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
541,1509.2,427,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
542,1666.4,940,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
543,1460.0,349,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
544,1533.6,344,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
545,1500.4,197,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
546,1521.6,362,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
547,1472.4,251,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
548,1512.8,164,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
549,1473.6,251,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
550,1589.2,274,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
551,1613.8,434,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
552,1518.6,369,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
553,1411.6,192,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
554,1673.0,526,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
555,1539.8,494,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
556,1427.6,252,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
557,1637.6,753,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
558,1482.6,304,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
559,1501.2,241,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
560,1462.8,170,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
561,1488.8,299,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
562,1469.0,234,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
563,1645.6,492,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
564,1501.0,373,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
565,1443.2,273,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
566,1596.2,463,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
567,1508.6,439,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
568,1513.8,337,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
569,1543.8,360,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
570,1498.4,375,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
571,1480.0,324,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
572,1498.6,132,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
573,1532.0,487,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
574,1589.4,607,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
575,1552.2,209,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
576,1595.8,510,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
577,1531.8,275,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
578,1506.8,371,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
